,STATION,DATE,PRCP,TMAX,TMIN
5845,USW00012918,1/1/1989,0,66,49
5846,USW00012918,1/2/1989,0,74,58
5847,USW00012918,1/3/1989,0,82,62
5848,USW00012918,1/4/1989,0,65,51
5849,USW00012918,1/5/1989,0,78,60
5850,USW00012918,1/6/1989,0,80,65
5851,USW00012918,1/7/1989,0,78,69
5852,USW00012918,1/8/1989,0,70,48
5853,USW00012918,1/9/1989,0.36,48,44
5854,USW00012918,1/10/1989,0,60,45
5855,USW00012918,1/11/1989,0.01,78,54
5856,USW00012918,1/12/1989,0.07,79,46
5857,USW00012918,1/13/1989,0.2,48,42
5858,USW00012918,1/14/1989,0.05,43,36
5859,USW00012918,1/15/1989,0,65,33
5860,USW00012918,1/16/1989,0,53,43
5861,USW00012918,1/17/1989,0,56,43
5862,USW00012918,1/18/1989,2.24,66,55
5863,USW00012918,1/19/1989,1.06,61,58
5864,USW00012918,1/20/1989,0.46,65,19
5865,USW00012918,1/21/1989,0,58,40
5866,USW00012918,1/22/1989,0,60,36
5867,USW00012918,1/23/1989,0,65,43
5868,USW00012918,1/24/1989,0.03,72,56
5869,USW00012918,1/25/1989,0,75,65
5870,USW00012918,1/26/1989,0.82,77,56
5871,USW00012918,1/27/1989,0,61,55
5872,USW00012918,1/28/1989,0.14,72,61
5873,USW00012918,1/29/1989,0.64,68,55
5874,USW00012918,1/30/1989,0.27,69,52
5875,USW00012918,1/31/1989,0,73,51
5876,USW00012918,2/1/1989,0,81,62
5877,USW00012918,2/2/1989,0,77,68
5878,USW00012918,2/3/1989,0.14,72,28
5879,USW00012918,2/4/1989,0,28,24
5880,USW00012918,2/5/1989,0.09,31,28
5881,USW00012918,2/6/1989,0.04,31,25
5882,USW00012918,2/7/1989,0,31,26
5883,USW00012918,2/8/1989,0,47,29
5884,USW00012918,2/9/1989,0,53,37
5885,USW00012918,2/10/1989,0,57,37
5886,USW00012918,2/11/1989,0.02,59,51
5887,USW00012918,2/12/1989,0.01,74,57
5888,USW00012918,2/13/1989,0,75,67
5889,USW00012918,2/14/1989,0,77,69
5890,USW00012918,2/15/1989,0,75,69
5891,USW00012918,2/16/1989,0.02,70,53
5892,USW00012918,2/17/1989,0,58,50
5893,USW00012918,2/18/1989,0.02,52,46
5894,USW00012918,2/19/1989,0,57,45
5895,USW00012918,2/20/1989,0.25,73,57
5896,USW00012918,2/21/1989,0.01,62,46
5897,USW00012918,2/22/1989,0,62,42
5898,USW00012918,2/23/1989,0,54,35
5899,USW00012918,2/24/1989,0,53,39
5900,USW00012918,2/25/1989,0,68,50
5901,USW00012918,2/26/1989,0,74,55
5902,USW00012918,2/27/1989,0,76,59
5903,USW00012918,2/28/1989,0,60,52
5904,USW00012918,3/1/1989,0.13,56,51
5905,USW00012918,3/2/1989,0.12,63,51
5906,USW00012918,3/3/1989,0,75,59
5907,USW00012918,3/4/1989,0.02,73,31
5908,USW00012918,3/5/1989,0,41,27
5909,USW00012918,3/6/1989,0,47,26
5910,USW00012918,3/7/1989,0,53,29
5911,USW00012918,3/8/1989,0,54,35
5912,USW00012918,3/9/1989,0,70,36
5913,USW00012918,3/10/1989,0,76,42
5914,USW00012918,3/11/1989,0,80,42
5915,USW00012918,3/12/1989,0,80,50
5916,USW00012918,3/13/1989,0,80,58
5917,USW00012918,3/14/1989,0,81,67
5918,USW00012918,3/15/1989,0,77,65
5919,USW00012918,3/16/1989,0,72,62
5920,USW00012918,3/17/1989,0,80,64
5921,USW00012918,3/18/1989,0,78,67
5922,USW00012918,3/19/1989,0,74,66
5923,USW00012918,3/20/1989,0.03,76,67
5924,USW00012918,3/21/1989,1.15,68,44
5925,USW00012918,3/22/1989,0.25,50,42
5926,USW00012918,3/23/1989,0,69,40
5927,USW00012918,3/24/1989,0,73,47
5928,USW00012918,3/25/1989,0,75,58
5929,USW00012918,3/26/1989,0,78,65
5930,USW00012918,3/27/1989,0,78,69
5931,USW00012918,3/28/1989,0.02,78,71
5932,USW00012918,3/29/1989,0.35,80,62
5933,USW00012918,3/30/1989,0,90,58
5934,USW00012918,3/31/1989,0,75,55
5935,USW00012918,4/1/1989,0,75,53
5936,USW00012918,4/2/1989,0,79,64
5937,USW00012918,4/3/1989,0,81,71
5938,USW00012918,4/4/1989,0,83,67
5939,USW00012918,4/5/1989,0,78,59
5940,USW00012918,4/6/1989,0,78,51
5941,USW00012918,4/7/1989,0,82,58
5942,USW00012918,4/8/1989,0.01,85,69
5943,USW00012918,4/9/1989,0.01,70,50
5944,USW00012918,4/10/1989,0.01,59,49
5945,USW00012918,4/11/1989,0,61,44
5946,USW00012918,4/12/1989,0.24,60,53
5947,USW00012918,4/13/1989,0.33,66,52
5948,USW00012918,4/14/1989,0.17,68,58
5949,USW00012918,4/15/1989,0,75,59
5950,USW00012918,4/16/1989,0,77,51
5951,USW00012918,4/17/1989,0,79,62
5952,USW00012918,4/18/1989,0,81,68
5953,USW00012918,4/19/1989,0.19,81,66
5954,USW00012918,4/20/1989,0,83,62
5955,USW00012918,4/21/1989,0,84,60
5956,USW00012918,4/22/1989,0,81,59
5957,USW00012918,4/23/1989,0,83,60
5958,USW00012918,4/24/1989,0,83,67
5959,USW00012918,4/25/1989,0,84,71
5960,USW00012918,4/26/1989,0,84,69
5961,USW00012918,4/27/1989,0,85,69
5962,USW00012918,4/28/1989,0,85,72
5963,USW00012918,4/29/1989,0,87,69
5964,USW00012918,4/30/1989,0.47,81,65
5965,USW00012918,5/1/1989,0,86,65
5966,USW00012918,5/2/1989,0,82,64
5967,USW00012918,5/3/1989,1.45,78,64
5968,USW00012918,5/4/1989,0,84,69
5969,USW00012918,5/5/1989,0.31,80,66
5970,USW00012918,5/6/1989,0,86,62
5971,USW00012918,5/7/1989,0,85,63
5972,USW00012918,5/8/1989,0,85,70
5973,USW00012918,5/9/1989,0,89,73
5974,USW00012918,5/10/1989,0.04,82,69
5975,USW00012918,5/11/1989,0,79,64
5976,USW00012918,5/12/1989,0.13,76,64
5977,USW00012918,5/13/1989,1.11,85,66
5978,USW00012918,5/14/1989,0.02,86,66
5979,USW00012918,5/15/1989,0.01,86,73
5980,USW00012918,5/16/1989,0,85,74
5981,USW00012918,5/17/1989,1.72,84,70
5982,USW00012918,5/18/1989,1.42,79,67
5983,USW00012918,5/19/1989,0,91,69
5984,USW00012918,5/20/1989,0,88,75
5985,USW00012918,5/21/1989,0,88,75
5986,USW00012918,5/22/1989,0,87,72
5987,USW00012918,5/23/1989,0,88,75
5988,USW00012918,5/24/1989,0,88,74
5989,USW00012918,5/25/1989,0,89,77
5990,USW00012918,5/26/1989,0,91,77
5991,USW00012918,5/27/1989,0,90,75
5992,USW00012918,5/28/1989,0,92,72
5993,USW00012918,5/29/1989,0,91,68
5994,USW00012918,5/30/1989,0,90,75
5995,USW00012918,5/31/1989,0,89,76
5996,USW00012918,6/1/1989,1.71,87,74
5997,USW00012918,6/2/1989,0,87,75
5998,USW00012918,6/3/1989,0,89,76
5999,USW00012918,6/4/1989,0,89,74
6000,USW00012918,6/5/1989,0,91,74
6001,USW00012918,6/6/1989,0,93,76
6002,USW00012918,6/7/1989,0.05,91,71
6003,USW00012918,6/8/1989,0,88,70
6004,USW00012918,6/9/1989,0,88,71
6005,USW00012918,6/10/1989,0,92,76
6006,USW00012918,6/11/1989,0,91,78
6007,USW00012918,6/12/1989,0,92,78
6008,USW00012918,6/13/1989,0,90,78
6009,USW00012918,6/14/1989,2.38,81,67
6010,USW00012918,6/15/1989,0,82,68
6011,USW00012918,6/16/1989,0,84,63
6012,USW00012918,6/17/1989,0,86,63
6013,USW00012918,6/18/1989,0,90,74
6014,USW00012918,6/19/1989,0,94,76
6015,USW00012918,6/20/1989,0.53,91,76
6016,USW00012918,6/21/1989,0,91,74
6017,USW00012918,6/22/1989,0,88,75
6018,USW00012918,6/23/1989,1.67,79,74
6019,USW00012918,6/24/1989,2.65,79,73
6020,USW00012918,6/25/1989,0.32,82,74
6021,USW00012918,6/26/1989,7.24,77,75
6022,USW00012918,6/27/1989,0.02,83,74
6023,USW00012918,6/28/1989,0.1,86,74
6024,USW00012918,6/29/1989,0.47,76,74
6025,USW00012918,6/30/1989,0.21,79,74
6026,USW00012918,7/1/1989,0.01,85,76
6027,USW00012918,7/2/1989,0,90,77
6028,USW00012918,7/3/1989,0.01,83,76
6029,USW00012918,7/4/1989,0,93,76
6030,USW00012918,7/5/1989,0.28,92,77
6031,USW00012918,7/6/1989,0,87,75
6032,USW00012918,7/7/1989,0,90,76
6033,USW00012918,7/8/1989,0.29,87,76
6034,USW00012918,7/9/1989,0.07,88,76
6035,USW00012918,7/10/1989,0,90,75
6036,USW00012918,7/11/1989,0,90,76
6037,USW00012918,7/12/1989,0,92,76
6038,USW00012918,7/13/1989,0,93,74
6039,USW00012918,7/14/1989,0,90,78
6040,USW00012918,7/15/1989,0,94,78
6041,USW00012918,7/16/1989,0,94,76
6042,USW00012918,7/17/1989,0,94,76
6043,USW00012918,7/18/1989,0,93,77
6044,USW00012918,7/19/1989,0.87,95,77
6045,USW00012918,7/20/1989,0.01,91,76
6046,USW00012918,7/21/1989,0,92,70
6047,USW00012918,7/22/1989,0,90,72
6048,USW00012918,7/23/1989,0,86,74
6049,USW00012918,7/24/1989,0,85,73
6050,USW00012918,7/25/1989,0.56,85,73
6051,USW00012918,7/26/1989,0.05,80,74
6052,USW00012918,7/27/1989,0,87,74
6053,USW00012918,7/28/1989,0.03,91,75
6054,USW00012918,7/29/1989,0.01,88,77
6055,USW00012918,7/30/1989,0,92,76
6056,USW00012918,7/31/1989,0.08,92,77
6057,USW00012918,8/1/1989,8.58,79,74
6058,USW00012918,8/2/1989,0,89,77
6059,USW00012918,8/3/1989,0,90,76
6060,USW00012918,8/4/1989,0.01,91,75
6061,USW00012918,8/5/1989,0,91,77
6062,USW00012918,8/6/1989,0,93,76
6063,USW00012918,8/7/1989,0,92,76
6064,USW00012918,8/8/1989,0.19,83,70
6065,USW00012918,8/9/1989,0,83,66
6066,USW00012918,8/10/1989,0,84,67
6067,USW00012918,8/11/1989,0,86,70
6068,USW00012918,8/12/1989,0,88,71
6069,USW00012918,8/13/1989,0,88,73
6070,USW00012918,8/14/1989,0.02,87,73
6071,USW00012918,8/15/1989,0,88,75
6072,USW00012918,8/16/1989,0,88,73
6073,USW00012918,8/17/1989,0,89,75
6074,USW00012918,8/18/1989,0.93,91,76
6075,USW00012918,8/19/1989,0,90,75
6076,USW00012918,8/20/1989,0,91,76
6077,USW00012918,8/21/1989,0,92,76
6078,USW00012918,8/22/1989,0,88,76
6079,USW00012918,8/23/1989,0.07,92,76
6080,USW00012918,8/24/1989,0.06,87,77
6081,USW00012918,8/25/1989,0,93,76
6082,USW00012918,8/26/1989,0,93,77
6083,USW00012918,8/27/1989,0,94,78
6084,USW00012918,8/28/1989,0,95,78
6085,USW00012918,8/29/1989,0.01,91,78
6086,USW00012918,8/30/1989,0.08,91,78
6087,USW00012918,8/31/1989,0,93,77
6088,USW00012918,9/1/1989,0,94,77
6089,USW00012918,9/2/1989,0,97,77
6090,USW00012918,9/3/1989,0,95,77
6091,USW00012918,9/4/1989,0,96,80
6092,USW00012918,9/5/1989,0,94,79
6093,USW00012918,9/6/1989,0.16,86,78
6094,USW00012918,9/7/1989,0,92,77
6095,USW00012918,9/8/1989,0,93,77
6096,USW00012918,9/9/1989,0.07,92,77
6097,USW00012918,9/10/1989,0,91,75
6098,USW00012918,9/11/1989,0.02,90,78
6099,USW00012918,9/12/1989,0,90,75
6100,USW00012918,9/13/1989,0.31,89,75
6101,USW00012918,9/14/1989,0,75,63
6102,USW00012918,9/15/1989,0,81,60
6103,USW00012918,9/16/1989,0,83,60
6104,USW00012918,9/17/1989,0,86,82
6105,USW00012918,9/18/1989,0,86,67
6106,USW00012918,9/19/1989,0,88,65
6107,USW00012918,9/20/1989,0,88,69
6108,USW00012918,9/21/1989,0,87,68
6109,USW00012918,9/22/1989,0,88,68
6110,USW00012918,9/23/1989,0,77,65
6111,USW00012918,9/24/1989,0,76,57
6112,USW00012918,9/25/1989,0,80,55
6113,USW00012918,9/26/1989,0,82,63
6114,USW00012918,9/27/1989,0,84,67
6115,USW00012918,9/28/1989,0,82,62
6116,USW00012918,9/29/1989,0,83,68
6117,USW00012918,9/30/1989,0,83,66
6118,USW00012918,10/1/1989,0,91,62
6119,USW00012918,10/2/1989,0,91,65
6120,USW00012918,10/3/1989,0,86,65
6121,USW00012918,10/4/1989,0,89,71
6122,USW00012918,10/5/1989,0,86,70
6123,USW00012918,10/6/1989,0,91,72
6124,USW00012918,10/7/1989,0.02,83,62
6125,USW00012918,10/8/1989,0,81,62
6126,USW00012918,10/9/1989,0,80,58
6127,USW00012918,10/10/1989,0,86,58
6128,USW00012918,10/11/1989,0,87,59
6129,USW00012918,10/12/1989,0,86,60
6130,USW00012918,10/13/1989,0,86,70
6131,USW00012918,10/14/1989,0,88,69
6132,USW00012918,10/15/1989,0.12,84,71
6133,USW00012918,10/16/1989,0.02,90,72
6134,USW00012918,10/17/1989,0,77,61
6135,USW00012918,10/18/1989,0,62,49
6136,USW00012918,10/19/1989,0,61,40
6137,USW00012918,10/20/1989,0,73,37
6138,USW00012918,10/21/1989,0,79,48
6139,USW00012918,10/22/1989,0,83,60
6140,USW00012918,10/23/1989,0,83,62
6141,USW00012918,10/24/1989,0,81,64
6142,USW00012918,10/25/1989,0,79,64
6143,USW00012918,10/26/1989,0,80,63
6144,USW00012918,10/27/1989,0,81,62
6145,USW00012918,10/28/1989,0,79,62
6146,USW00012918,10/29/1989,2.65,79,66
6147,USW00012918,10/30/1989,0.59,81,58
6148,USW00012918,10/31/1989,0,67,50
6149,USW00012918,11/1/1989,0.22,63,55
6150,USW00012918,11/2/1989,0,66,52
6151,USW00012918,11/3/1989,0,66,46
6152,USW00012918,11/4/1989,0.03,74,55
6153,USW00012918,11/5/1989,0.02,80,67
6154,USW00012918,11/6/1989,0.03,84,72
6155,USW00012918,11/7/1989,0.03,85,72
6156,USW00012918,11/8/1989,0,88,69
6157,USW00012918,11/9/1989,0,75,53
6158,USW00012918,11/10/1989,0,80,50
6159,USW00012918,11/11/1989,0,80,52
6160,USW00012918,11/12/1989,0,78,61
6161,USW00012918,11/13/1989,0,82,63
6162,USW00012918,11/14/1989,0,86,67
6163,USW00012918,11/15/1989,0.02,83,57
6164,USW00012918,11/16/1989,0,62,47
6165,USW00012918,11/17/1989,0.03,58,47
6166,USW00012918,11/18/1989,0.27,59,54
6167,USW00012918,11/19/1989,0.34,65,53
6168,USW00012918,11/20/1989,0.06,70,59
6169,USW00012918,11/21/1989,0,73,65
6170,USW00012918,11/22/1989,0.64,73,51
6171,USW00012918,11/23/1989,0,55,40
6172,USW00012918,11/24/1989,0,69,40
6173,USW00012918,11/25/1989,0,77,60
6174,USW00012918,11/26/1989,0,81,66
6175,USW00012918,11/27/1989,0,84,66
6176,USW00012918,11/28/1989,0.82,73,55
6177,USW00012918,11/29/1989,0,59,47
6178,USW00012918,11/30/1989,0.01,51,44
6179,USW00012918,12/1/1989,0.01,53,44
6180,USW00012918,12/2/1989,0,56,48
6181,USW00012918,12/3/1989,0,55,43
6182,USW00012918,12/4/1989,0,63,38
6183,USW00012918,12/5/1989,0,71,41
6184,USW00012918,12/6/1989,0.14,77,60
6185,USW00012918,12/7/1989,0.14,69,48
6186,USW00012918,12/8/1989,0,48,39
6187,USW00012918,12/9/1989,0,59,32
6188,USW00012918,12/10/1989,0,72,42
6189,USW00012918,12/11/1989,0,60,38
6190,USW00012918,12/12/1989,0,44,33
6191,USW00012918,12/13/1989,0,55,23
6192,USW00012918,12/14/1989,0,61,31
6193,USW00012918,12/15/1989,0,69,31
6194,USW00012918,12/16/1989,0,36,23
6195,USW00012918,12/17/1989,0.02,37,32
6196,USW00012918,12/18/1989,0.04,40,33
6197,USW00012918,12/19/1989,0.04,41,36
6198,USW00012918,12/20/1989,0,42,33
6199,USW00012918,12/21/1989,0,46,34
6200,USW00012918,12/22/1989,0.04,36,15
6201,USW00012918,12/23/1989,0,26,9
6202,USW00012918,12/24/1989,0,42,16
6203,USW00012918,12/25/1989,0,60,24
6204,USW00012918,12/26/1989,0,71,36
6205,USW00012918,12/27/1989,0,69,40
6206,USW00012918,12/28/1989,0,68,43
6207,USW00012918,12/29/1989,0,75,55
6208,USW00012918,12/30/1989,0,72,50
6209,USW00012918,12/31/1989,0.16,50,42
6210,USW00012918,2/1/1990,0.5,72,59
6211,USW00012918,2/2/1990,0,75,60
6212,USW00012918,2/3/1990,0.47,73,47
6213,USW00012918,2/4/1990,0,62,41
6214,USW00012918,2/5/1990,0,56,42
6215,USW00012918,2/6/1990,0.02,67,55
6216,USW00012918,2/7/1990,0.01,68,57
6217,USW00012918,2/8/1990,0.39,74,61
6218,USW00012918,2/9/1990,0.31,73,60
6219,USW00012918,2/10/1990,0,64,51
6220,USW00012918,2/11/1990,0,72,44
6221,USW00012918,2/12/1990,0,74,46
6222,USW00012918,2/13/1990,0,75,57
6223,USW00012918,2/14/1990,0,73,67
6224,USW00012918,2/15/1990,0.31,80,68
6225,USW00012918,2/16/1990,0.04,68,53
6226,USW00012918,2/17/1990,0,53,48
6227,USW00012918,2/18/1990,0.22,53,47
6228,USW00012918,2/19/1990,0,65,52
6229,USW00012918,2/20/1990,0,65,50
6230,USW00012918,2/21/1990,0.54,67,48
6231,USW00012918,2/22/1990,0,69,45
6232,USW00012918,2/23/1990,0,69,43
6233,USW00012918,2/24/1990,0,76,46
6234,USW00012918,2/25/1990,0,74,48
6235,USW00012918,2/26/1990,0,70,56
6236,USW00012918,2/27/1990,0,73,57
6237,USW00012918,2/28/1990,1.14,71,54
6238,USW00012918,3/1/1990,0.93,54,46
6239,USW00012918,3/2/1990,0,57,44
6240,USW00012918,3/3/1990,0,67,44
6241,USW00012918,3/4/1990,0,69,47
6242,USW00012918,3/5/1990,0,72,53
6243,USW00012918,3/6/1990,0.01,72,62
6244,USW00012918,3/7/1990,0.02,74,69
6245,USW00012918,3/8/1990,0,79,68
6246,USW00012918,3/9/1990,0,79,68
6247,USW00012918,3/10/1990,0,77,69
6248,USW00012918,3/11/1990,0,77,70
6249,USW00012918,3/12/1990,0.43,76,67
6250,USW00012918,3/13/1990,0.1,76,68
6251,USW00012918,3/14/1990,0.15,74,58
6252,USW00012918,3/15/1990,0.05,65,53
6253,USW00012918,3/16/1990,0,69,52
6254,USW00012918,3/17/1990,0,75,50
6255,USW00012918,3/18/1990,0,76,48
6256,USW00012918,3/19/1990,0,72,53
6257,USW00012918,3/20/1990,0,66,45
6258,USW00012918,3/21/1990,0,70,44
6259,USW00012918,3/22/1990,0,75,53
6260,USW00012918,3/23/1990,0,76,57
6261,USW00012918,3/24/1990,0,77,61
6262,USW00012918,3/25/1990,0,71,54
6263,USW00012918,3/26/1990,0,67,54
6264,USW00012918,3/27/1990,0,66,53
6265,USW00012918,3/28/1990,0.77,71,61
6266,USW00012918,3/29/1990,1.28,72,60
6267,USW00012918,3/30/1990,0.73,75,61
6268,USW00012918,3/31/1990,0,77,60
6269,USW00012918,4/1/1990,0.02,75,66
6270,USW00012918,4/2/1990,0.11,78,65
6271,USW00012918,4/3/1990,0,73,56
6272,USW00012918,4/4/1990,0,77,56
6273,USW00012918,4/5/1990,0,80,59
6274,USW00012918,4/6/1990,0.23,69,51
6275,USW00012918,4/7/1990,0,64,47
6276,USW00012918,4/8/1990,0,69,51
6277,USW00012918,4/9/1990,0,77,64
6278,USW00012918,4/10/1990,0.25,78,62
6279,USW00012918,4/11/1990,0,72,55
6280,USW00012918,4/12/1990,0,71,55
6281,USW00012918,4/13/1990,0.01,73,58
6282,USW00012918,4/14/1990,0.57,75,59
6283,USW00012918,4/15/1990,0,77,54
6284,USW00012918,4/16/1990,0,81,62
6285,USW00012918,4/17/1990,0,82,65
6286,USW00012918,4/18/1990,0,70,62
6287,USW00012918,4/19/1990,0,78,66
6288,USW00012918,4/20/1990,0,82,70
6289,USW00012918,4/21/1990,0,83,67
6290,USW00012918,4/22/1990,0,85,68
6291,USW00012918,4/23/1990,0,83,67
6292,USW00012918,4/24/1990,0,84,68
6293,USW00012918,4/25/1990,0,83,73
6294,USW00012918,4/26/1990,2.56,81,64
6295,USW00012918,4/27/1990,0.62,82,64
6296,USW00012918,4/28/1990,0,81,57
6297,USW00012918,4/29/1990,0,85,72
6298,USW00012918,4/30/1990,0,86,73
6299,USW00012918,5/1/1990,0,84,73
6300,USW00012918,5/2/1990,0,82,73
6301,USW00012918,5/3/1990,1.09,81,70
6302,USW00012918,5/4/1990,0,76,63
6303,USW00012918,5/5/1990,0,71,60
6304,USW00012918,5/6/1990,0,78,60
6305,USW00012918,5/7/1990,0,79,59
6306,USW00012918,5/8/1990,1.23,72,68
6307,USW00012918,5/9/1990,0,87,63
6308,USW00012918,5/10/1990,0,80,64
6309,USW00012918,5/11/1990,0,83,66
6310,USW00012918,5/12/1990,0.01,82,76
6311,USW00012918,5/13/1990,0,88,71
6312,USW00012918,5/14/1990,0,88,75
6313,USW00012918,5/15/1990,0,88,75
6314,USW00012918,5/16/1990,0,88,76
6315,USW00012918,5/17/1990,1.04,88,75
6316,USW00012918,5/18/1990,0,84,75
6317,USW00012918,5/19/1990,0,85,77
6318,USW00012918,5/20/1990,0,89,77
6319,USW00012918,5/21/1990,0,93,76
6320,USW00012918,5/22/1990,0.39,87,71
6321,USW00012918,5/23/1990,0,83,67
6322,USW00012918,5/24/1990,0,88,71
6323,USW00012918,5/25/1990,0,88,73
6324,USW00012918,5/26/1990,0,90,71
6325,USW00012918,5/27/1990,0,91,75
6326,USW00012918,5/28/1990,0.13,89,73
6327,USW00012918,5/29/1990,0,85,72
6328,USW00012918,5/30/1990,0,89,77
6329,USW00012918,5/31/1990,0,93,74
6330,USW00012918,6/1/1990,0,91,75
6331,USW00012918,6/2/1990,0,91,80
6332,USW00012918,6/3/1990,0,93,76
6333,USW00012918,6/4/1990,0,95,75
6334,USW00012918,6/5/1990,0,94,76
6335,USW00012918,6/6/1990,0,93,77
6336,USW00012918,6/7/1990,0,93,76
6337,USW00012918,6/8/1990,0,93,76
6338,USW00012918,6/9/1990,0,93,75
6339,USW00012918,6/10/1990,0,91,77
6340,USW00012918,6/11/1990,0,93,74
6341,USW00012918,6/12/1990,0,91,75
6342,USW00012918,6/13/1990,0.02,93,76
6343,USW00012918,6/14/1990,0.11,93,79
6344,USW00012918,6/15/1990,0,95,77
6345,USW00012918,6/16/1990,0,93,77
6346,USW00012918,6/17/1990,0,95,76
6347,USW00012918,6/18/1990,0,97,76
6348,USW00012918,6/19/1990,0,97,78
6349,USW00012918,6/20/1990,0,96,76
6350,USW00012918,6/21/1990,0,95,78
6351,USW00012918,6/22/1990,0,96,77
6352,USW00012918,6/23/1990,0,96,78
6353,USW00012918,6/24/1990,0,96,77
6354,USW00012918,6/25/1990,0,97,77
6355,USW00012918,6/26/1990,0.08,92,74
6356,USW00012918,6/27/1990,1.5,96,74
6357,USW00012918,6/28/1990,0,92,76
6358,USW00012918,6/29/1990,0,93,75
6359,USW00012918,6/30/1990,0.26,88,75
6360,USW00012918,7/1/1990,0,92,74
6361,USW00012918,7/2/1990,0,95,76
6362,USW00012918,7/3/1990,0,94,74
6363,USW00012918,7/4/1990,0,92,75
6364,USW00012918,7/5/1990,0.13,86,76
6365,USW00012918,7/6/1990,0.56,92,75
6366,USW00012918,7/7/1990,0,92,77
6367,USW00012918,7/8/1990,0,95,75
6368,USW00012918,7/9/1990,0,94,78
6369,USW00012918,7/10/1990,0,94,77
6370,USW00012918,7/11/1990,0,91,77
6371,USW00012918,7/12/1990,0.21,88,75
6372,USW00012918,7/13/1990,0,91,74
6373,USW00012918,7/14/1990,0,88,66
6374,USW00012918,7/15/1990,0,88,69
6375,USW00012918,7/16/1990,0.4,78,74
6376,USW00012918,7/17/1990,0,87,76
6377,USW00012918,7/18/1990,0.06,87,73
6378,USW00012918,7/19/1990,0,88,76
6379,USW00012918,7/20/1990,0.01,87,76
6380,USW00012918,7/21/1990,0,89,73
6381,USW00012918,7/22/1990,0,92,75
6382,USW00012918,7/23/1990,0.48,85,75
6383,USW00012918,7/24/1990,0,91,76
6384,USW00012918,7/25/1990,0,93,75
6385,USW00012918,7/26/1990,0,93,74
6386,USW00012918,7/27/1990,0,94,76
6387,USW00012918,7/28/1990,0,94,78
6388,USW00012918,7/29/1990,0,94,76
6389,USW00012918,7/30/1990,0.17,93,74
6390,USW00012918,7/31/1990,0.05,91,73
6391,USW00012918,8/1/1990,0,92,76
6392,USW00012918,8/2/1990,0.05,88,76
6393,USW00012918,8/3/1990,0,94,75
6394,USW00012918,8/4/1990,0,96,76
6395,USW00012918,8/5/1990,0.01,95,77
6396,USW00012918,8/6/1990,0,97,75
6397,USW00012918,8/7/1990,0,90,76
6398,USW00012918,8/8/1990,0,89,72
6399,USW00012918,8/9/1990,0,93,73
6400,USW00012918,8/10/1990,0.22,92,75
6401,USW00012918,8/11/1990,0,95,72
6402,USW00012918,8/12/1990,0,91,75
6403,USW00012918,8/13/1990,0,93,74
6404,USW00012918,8/14/1990,0,92,75
6405,USW00012918,8/15/1990,0,93,76
6406,USW00012918,8/16/1990,0,94,77
6407,USW00012918,8/17/1990,0,95,74
6408,USW00012918,8/18/1990,0.01,94,77
6409,USW00012918,8/19/1990,0.02,95,76
6410,USW00012918,8/20/1990,0,95,76
6411,USW00012918,8/21/1990,0,95,76
6412,USW00012918,8/22/1990,0.12,92,76
6413,USW00012918,8/23/1990,0.1,89,77
6414,USW00012918,8/24/1990,0,96,75
6415,USW00012918,8/25/1990,0,98,74
6416,USW00012918,8/26/1990,0,100,75
6417,USW00012918,8/27/1990,0,103,79
6418,USW00012918,8/28/1990,0,94,76
6419,USW00012918,8/29/1990,0,95,77
6420,USW00012918,8/30/1990,0,98,77
6421,USW00012918,8/31/1990,1.16,100,74
6422,USW00012918,9/1/1990,0,92,72
6423,USW00012918,9/2/1990,0.15,90,72
6424,USW00012918,9/3/1990,0,89,76
6425,USW00012918,9/4/1990,0,95,77
6426,USW00012918,9/5/1990,0,96,77
6427,USW00012918,9/6/1990,0,93,77
6428,USW00012918,9/7/1990,0,94,76
6429,USW00012918,9/8/1990,0.03,94,75
6430,USW00012918,9/9/1990,0.27,87,74
6431,USW00012918,9/10/1990,0.79,83,73
6432,USW00012918,9/11/1990,1.27,80,73
6433,USW00012918,9/12/1990,0.25,78,74
6434,USW00012918,9/13/1990,1.75,81,74
6435,USW00012918,9/14/1990,0,91,74
6436,USW00012918,9/15/1990,0.07,91,75
6437,USW00012918,9/16/1990,0,90,76
6438,USW00012918,9/17/1990,0.1,89,76
6439,USW00012918,9/18/1990,0,92,76
6440,USW00012918,9/19/1990,0.18,89,77
6441,USW00012918,9/20/1990,0.03,91,77
6442,USW00012918,9/21/1990,0,92,76
6443,USW00012918,9/22/1990,0,92,76
6444,USW00012918,9/23/1990,0,84,66
6445,USW00012918,9/24/1990,0,75,58
6446,USW00012918,9/25/1990,0,83,62
6447,USW00012918,9/26/1990,0,86,67
6448,USW00012918,9/27/1990,0,88,68
6449,USW00012918,9/28/1990,0,88,69
6450,USW00012918,9/29/1990,0,88,67
6451,USW00012918,9/30/1990,0,91,68
6452,USW00012918,10/1/1990,0,89,72
6453,USW00012918,10/2/1990,0.04,88,70
6454,USW00012918,10/3/1990,0,90,73
6455,USW00012918,10/4/1990,0.02,88,76
6456,USW00012918,10/5/1990,0,88,72
6457,USW00012918,10/6/1990,0,90,74
6458,USW00012918,10/7/1990,0,92,74
6459,USW00012918,10/8/1990,0,92,76
6460,USW00012918,10/9/1990,0.29,76,54
6461,USW00012918,10/10/1990,0,68,48
6462,USW00012918,10/11/1990,0,71,49
