,STATION,DATE,PRCP,TMAX,TMIN
8540,USW00012918,6/19/1996,0,96,75
8541,USW00012918,6/20/1996,0.54,87,73
8542,USW00012918,6/21/1996,0.04,88,73
8543,USW00012918,6/22/1996,0.3,87,74
8544,USW00012918,6/23/1996,1.92,85,74
8545,USW00012918,6/24/1996,0.52,86,74
8546,USW00012918,6/25/1996,3.3,82,73
8547,USW00012918,6/26/1996,0,91,76
8548,USW00012918,6/27/1996,0,92,76
8549,USW00012918,6/28/1996,0.52,89,74
8550,USW00012918,6/29/1996,0,90,74
8551,USW00012918,6/30/1996,0,91,75
8552,USW00012918,7/1/1996,0,92,73
8553,USW00012918,7/2/1996,0,92,75
8554,USW00012918,7/3/1996,0,93,75
8555,USW00012918,7/4/1996,0,94,75
8556,USW00012918,7/5/1996,0,94,71
8557,USW00012918,7/6/1996,0,95,77
8558,USW00012918,7/7/1996,0,95,78
8559,USW00012918,7/8/1996,0,94,78
8560,USW00012918,7/9/1996,0,95,80
8561,USW00012918,7/10/1996,0,95,76
8562,USW00012918,7/11/1996,0,95,77
8563,USW00012918,7/12/1996,0,95,76
8564,USW00012918,7/13/1996,0,93,77
8565,USW00012918,7/14/1996,0,95,78
8566,USW00012918,7/15/1996,0,92,77
8567,USW00012918,7/16/1996,0,94,77
8568,USW00012918,7/17/1996,0,94,76
8569,USW00012918,7/18/1996,0.02,90,77
8570,USW00012918,7/19/1996,0,94,76
8571,USW00012918,7/20/1996,0,96,74
8572,USW00012918,7/21/1996,0,96,75
8573,USW00012918,7/22/1996,0,96,76
8574,USW00012918,7/23/1996,0,97,77
8575,USW00012918,7/24/1996,0,95,79
8576,USW00012918,7/25/1996,0,90,74
8577,USW00012918,7/26/1996,0.13,88,76
8578,USW00012918,7/27/1996,0,93,75
8579,USW00012918,7/28/1996,0,93,76
8580,USW00012918,7/29/1996,0,96,76
8581,USW00012918,7/30/1996,0.01,95,76
8582,USW00012918,7/31/1996,0,97,76
8583,USW00012918,8/1/1996,0,96,77
8584,USW00012918,8/2/1996,0,97,77
8585,USW00012918,8/3/1996,0,96,77
8586,USW00012918,8/4/1996,0,96,76
8587,USW00012918,8/5/1996,0,96,78
8588,USW00012918,8/6/1996,0.02,90,77
8589,USW00012918,8/7/1996,0,94,75
8590,USW00012918,8/8/1996,0.05,91,77
8591,USW00012918,8/9/1996,0.36,92,76
8592,USW00012918,8/10/1996,0.84,92,73
8593,USW00012918,8/11/1996,0.08,94,73
8594,USW00012918,8/12/1996,0,95,75
8595,USW00012918,8/13/1996,0.38,94,73
8596,USW00012918,8/14/1996,0,89,75
8597,USW00012918,8/15/1996,0.08,90,74
8598,USW00012918,8/16/1996,0,92,72
8599,USW00012918,8/17/1996,0.08,91,72
8600,USW00012918,8/18/1996,0.07,91,73
8601,USW00012918,8/19/1996,1.16,90,72
8602,USW00012918,8/20/1996,0,92,73
8603,USW00012918,8/21/1996,0.14,88,75
8604,USW00012918,8/22/1996,1.12,78,75
8605,USW00012918,8/23/1996,1.07,86,74
8606,USW00012918,8/24/1996,0,88,75
8607,USW00012918,8/25/1996,0,87,74
8608,USW00012918,8/26/1996,0.7,87,74
8609,USW00012918,8/27/1996,0.02,88,73
8610,USW00012918,8/28/1996,0.72,89,74
8611,USW00012918,8/29/1996,0.52,88,74
8612,USW00012918,8/30/1996,1.23,78,74
8613,USW00012918,8/31/1996,0,85,73
8614,USW00012918,9/1/1996,0.09,86,74
8615,USW00012918,9/2/1996,0.05,89,73
8616,USW00012918,9/3/1996,1.27,91,74
8617,USW00012918,9/4/1996,0,91,72
8618,USW00012918,9/5/1996,0,88,74
8619,USW00012918,9/6/1996,0,90,72
8620,USW00012918,9/7/1996,0.42,89,74
8621,USW00012918,9/8/1996,0.03,87,74
8622,USW00012918,9/9/1996,0.5,87,75
8623,USW00012918,9/10/1996,0,91,74
8624,USW00012918,9/11/1996,0,90,73
8625,USW00012918,9/12/1996,0,89,71
8626,USW00012918,9/13/1996,0,84,73
8627,USW00012918,9/14/1996,0,89,71
8628,USW00012918,9/15/1996,0.04,90,76
8629,USW00012918,9/16/1996,0.04,93,78
8630,USW00012918,9/17/1996,0.18,92,76
8631,USW00012918,9/18/1996,1.72,84,73
8632,USW00012918,9/19/1996,0.84,88,72
8633,USW00012918,9/20/1996,0.32,86,71
8634,USW00012918,9/21/1996,0,88,73
8635,USW00012918,9/22/1996,0,87,69
8636,USW00012918,9/23/1996,0,89,69
8637,USW00012918,9/24/1996,0.55,87,72
8638,USW00012918,9/25/1996,0.1,88,71
8639,USW00012918,9/26/1996,0.19,89,76
8640,USW00012918,9/27/1996,0.65,84,60
8641,USW00012918,9/28/1996,0,74,59
8642,USW00012918,9/29/1996,0,76,56
8643,USW00012918,9/30/1996,0,78,58
8644,USW00012918,10/1/1996,0,84,59
8645,USW00012918,10/2/1996,0,88,73
8646,USW00012918,10/3/1996,0,85,72
8647,USW00012918,10/4/1996,0,79,69
8648,USW00012918,10/5/1996,0.4,72,66
8649,USW00012918,10/6/1996,0,81,65
8650,USW00012918,10/7/1996,0,82,65
8651,USW00012918,10/8/1996,0,83,63
8652,USW00012918,10/9/1996,0,81,60
8653,USW00012918,10/10/1996,0,85,61
8654,USW00012918,10/11/1996,0,77,60
8655,USW00012918,10/12/1996,0,79,59
8656,USW00012918,10/13/1996,0,82,58
8657,USW00012918,10/14/1996,0,79,66
8658,USW00012918,10/15/1996,0,81,66
8659,USW00012918,10/16/1996,0.22,80,71
8660,USW00012918,10/17/1996,0,89,67
8661,USW00012918,10/18/1996,0,76,55
8662,USW00012918,10/19/1996,0,75,52
8663,USW00012918,10/20/1996,0,83,63
8664,USW00012918,10/21/1996,0,85,74
8665,USW00012918,10/22/1996,0.03,78,45
8666,USW00012918,10/23/1996,0,74,44
8667,USW00012918,10/24/1996,0.86,68,57
8668,USW00012918,10/25/1996,0.69,74,62
8669,USW00012918,10/26/1996,0.05,84,67
8670,USW00012918,10/27/1996,0,84,74
8671,USW00012918,10/28/1996,0,83,71
8672,USW00012918,10/29/1996,0,84,67
8673,USW00012918,10/30/1996,0,85,72
8674,USW00012918,10/31/1996,0,83,71
8675,USW00012918,11/1/1996,0,85,55
8676,USW00012918,11/2/1996,0.01,67,49
8677,USW00012918,11/3/1996,0,67,47
8678,USW00012918,11/4/1996,0,76,48
8679,USW00012918,11/5/1996,0,80,68
8680,USW00012918,11/6/1996,0,84,65
8681,USW00012918,11/7/1996,0.14,77,53
8682,USW00012918,11/8/1996,0,70,44
8683,USW00012918,11/9/1996,0,68,40
8684,USW00012918,11/10/1996,0,76,46
8685,USW00012918,11/11/1996,0,80,50
8686,USW00012918,11/12/1996,0,77,56
8687,USW00012918,11/13/1996,0,75,59
8688,USW00012918,11/14/1996,0,78,59
8689,USW00012918,11/15/1996,0,76,65
8690,USW00012918,11/16/1996,0.02,80,69
8691,USW00012918,11/17/1996,0,83,64
8692,USW00012918,11/18/1996,0,72,60
8693,USW00012918,11/19/1996,0.01,80,65
8694,USW00012918,11/20/1996,0,83,65
8695,USW00012918,11/21/1996,0,82,68
8696,USW00012918,11/22/1996,0,69,61
8697,USW00012918,11/23/1996,0,81,63
8698,USW00012918,11/24/1996,1.1,74,38
8699,USW00012918,11/25/1996,0.01,48,36
8700,USW00012918,11/26/1996,0,52,37
8701,USW00012918,11/27/1996,0,52,40
8702,USW00012918,11/28/1996,0,58,46
8703,USW00012918,11/29/1996,0.22,73,55
8704,USW00012918,11/30/1996,0.02,77,52
8705,USW00012918,12/1/1996,0,59,40
8706,USW00012918,12/2/1996,0,69,36
8707,USW00012918,12/3/1996,0,69,48
8708,USW00012918,12/4/1996,0.03,65,54
8709,USW00012918,12/5/1996,0,73,58
8710,USW00012918,12/6/1996,0,77,58
8711,USW00012918,12/7/1996,0,76,55
8712,USW00012918,12/8/1996,0,68,46
8713,USW00012918,12/9/1996,0,74,41
8714,USW00012918,12/10/1996,0,78,58
8715,USW00012918,12/11/1996,0,80,66
8716,USW00012918,12/12/1996,0,77,62
8717,USW00012918,12/13/1996,0,75,54
8718,USW00012918,12/14/1996,0,78,62
8719,USW00012918,12/15/1996,1.34,70,40
8720,USW00012918,12/16/1996,0.43,44,36
8721,USW00012918,12/17/1996,0,59,33
8722,USW00012918,12/18/1996,0,40,31
8723,USW00012918,12/19/1996,0,43,25
8724,USW00012918,12/20/1996,0,47,27
8725,USW00012918,12/21/1996,0,73,43
8726,USW00012918,12/22/1996,0.01,73,65
8727,USW00012918,12/23/1996,0,78,65
8728,USW00012918,12/24/1996,0,65,40
8729,USW00012918,12/25/1996,0,57,37
8730,USW00012918,12/26/1996,0.15,72,53
8731,USW00012918,12/27/1996,0,67,58
8732,USW00012918,12/28/1996,0,80,64
8733,USW00012918,12/29/1996,0,75,64
8734,USW00012918,12/30/1996,0.06,76,63
8735,USW00012918,12/31/1996,0.79,72,60
8736,USW00012918,1/1/1997,0.57,66,60
8737,USW00012918,1/2/1997,0,75,64
8738,USW00012918,1/3/1997,0,78,68
8739,USW00012918,1/4/1997,0,77,66
8740,USW00012918,1/5/1997,0,73,58
8741,USW00012918,1/6/1997,0.1,58,44
8742,USW00012918,1/7/1997,0.14,44,40
8743,USW00012918,1/8/1997,0.28,41,37
8744,USW00012918,1/9/1997,0,50,33
8745,USW00012918,1/10/1997,0,64,35
8746,USW00012918,1/11/1997,0,45,30
8747,USW00012918,1/12/1997,0.38,40,32
8748,USW00012918,1/13/1997,0.37,34,31
8749,USW00012918,1/14/1997,0,36,31
8750,USW00012918,1/15/1997,0,60,35
8751,USW00012918,1/16/1997,0,54,39
8752,USW00012918,1/17/1997,0,45,33
8753,USW00012918,1/18/1997,0,50,33
8754,USW00012918,1/19/1997,0,63,38
8755,USW00012918,1/20/1997,0.23,64,53
8756,USW00012918,1/21/1997,0.25,71,56
8757,USW00012918,1/22/1997,0,74,59
8758,USW00012918,1/23/1997,0.1,71,58
8759,USW00012918,1/24/1997,0,78,59
8760,USW00012918,1/25/1997,0,67,51
8761,USW00012918,1/26/1997,0,74,49
8762,USW00012918,1/27/1997,4.1,78,44
8763,USW00012918,1/28/1997,0,44,33
8764,USW00012918,1/29/1997,0,56,41
8765,USW00012918,1/30/1997,0,62,36
8766,USW00012918,1/31/1997,0,67,41
8767,USW00012918,2/1/1997,0,77,56
8768,USW00012918,2/2/1997,0,80,66
8769,USW00012918,2/3/1997,0.03,77,65
8770,USW00012918,2/4/1997,0,75,59
8771,USW00012918,2/5/1997,0,65,49
8772,USW00012918,2/6/1997,0,55,47
8773,USW00012918,2/7/1997,0.4,63,47
8774,USW00012918,2/8/1997,0,50,44
8775,USW00012918,2/9/1997,0.02,53,43
8776,USW00012918,2/10/1997,0.01,56,45
8777,USW00012918,2/11/1997,0.02,56,40
8778,USW00012918,2/12/1997,3.54,60,48
8779,USW00012918,2/13/1997,0,52,45
8780,USW00012918,2/14/1997,0,53,42
8781,USW00012918,2/15/1997,0,61,40
8782,USW00012918,2/16/1997,0,67,35
8783,USW00012918,2/17/1997,0,71,42
8784,USW00012918,2/18/1997,0,73,50
8785,USW00012918,2/19/1997,0.04,72,62
8786,USW00012918,2/20/1997,1.78,71,62
8787,USW00012918,2/21/1997,0,75,52
8788,USW00012918,2/22/1997,0,64,45
8789,USW00012918,2/23/1997,0,58,53
8790,USW00012918,2/24/1997,0.76,54,50
8791,USW00012918,2/25/1997,0,58,47
8792,USW00012918,2/26/1997,0.14,72,51
8793,USW00012918,2/27/1997,0.01,61,49
8794,USW00012918,2/28/1997,0,77,56
8795,USW00012918,3/1/1997,0.13,74,69
8796,USW00012918,3/2/1997,0.04,71,49
8797,USW00012918,3/3/1997,0,74,43
8798,USW00012918,3/4/1997,0,77,54
8799,USW00012918,3/5/1997,0,78,55
8800,USW00012918,3/6/1997,0,67,46
8801,USW00012918,3/7/1997,0,67,50
8802,USW00012918,3/8/1997,0,75,59
8803,USW00012918,3/9/1997,0,80,63
8804,USW00012918,3/10/1997,0,81,63
8805,USW00012918,3/11/1997,0.24,70,63
8806,USW00012918,3/12/1997,1.86,69,64
8807,USW00012918,3/13/1997,0,79,63
8808,USW00012918,3/14/1997,0,71,54
8809,USW00012918,3/15/1997,0,62,51
8810,USW00012918,3/16/1997,0.71,61,58
8811,USW00012918,3/17/1997,0.85,76,59
8812,USW00012918,3/18/1997,0.83,73,63
8813,USW00012918,3/19/1997,0,64,50
8814,USW00012918,3/20/1997,0,71,46
8815,USW00012918,3/21/1997,0,80,50
8816,USW00012918,3/22/1997,0,81,56
8817,USW00012918,3/23/1997,0.01,77,63
8818,USW00012918,3/24/1997,0,78,61
8819,USW00012918,3/25/1997,0.79,80,61
8820,USW00012918,3/26/1997,0,71,57
8821,USW00012918,3/27/1997,0,75,59
8822,USW00012918,3/28/1997,0,84,69
8823,USW00012918,3/29/1997,0,84,70
8824,USW00012918,3/30/1997,0.6,73,62
8825,USW00012918,3/31/1997,0,67,60
8826,USW00012918,4/1/1997,0.05,71,60
8827,USW00012918,4/2/1997,0.02,70,63
8828,USW00012918,4/3/1997,0.5,70,65
8829,USW00012918,4/4/1997,0.7,77,69
8830,USW00012918,4/5/1997,0.57,75,57
8831,USW00012918,4/6/1997,0,82,52
8832,USW00012918,4/7/1997,0,76,57
8833,USW00012918,4/8/1997,0.13,66,60
8834,USW00012918,4/9/1997,0,76,55
8835,USW00012918,4/10/1997,0.02,76,58
8836,USW00012918,4/11/1997,0.9,74,54
8837,USW00012918,4/12/1997,0.01,62,44
8838,USW00012918,4/13/1997,0,60,45
8839,USW00012918,4/14/1997,0,64,50
8840,USW00012918,4/15/1997,0,69,48
8841,USW00012918,4/16/1997,0,75,48
8842,USW00012918,4/17/1997,0,77,55
8843,USW00012918,4/18/1997,0,70,53
8844,USW00012918,4/19/1997,0.54,74,57
8845,USW00012918,4/20/1997,0,79,57
8846,USW00012918,4/21/1997,0,85,66
8847,USW00012918,4/22/1997,0,82,63
8848,USW00012918,4/23/1997,0,80,57
8849,USW00012918,4/24/1997,0,78,61
8850,USW00012918,4/25/1997,3.9,69,59
8851,USW00012918,4/26/1997,0.05,67,59
8852,USW00012918,4/27/1997,1.62,60,55
8853,USW00012918,4/28/1997,0,75,55
8854,USW00012918,4/29/1997,0,82,55
8855,USW00012918,4/30/1997,0,82,67
8856,USW00012918,5/1/1997,0,84,65
8857,USW00012918,5/2/1997,0.02,85,70
8858,USW00012918,5/3/1997,0,82,63
8859,USW00012918,5/4/1997,0,79,60
8860,USW00012918,5/5/1997,0,79,57
8861,USW00012918,5/6/1997,0,82,60
8862,USW00012918,5/7/1997,0,83,64
8863,USW00012918,5/8/1997,0,85,65
8864,USW00012918,5/9/1997,0.55,84,65
8865,USW00012918,5/10/1997,0.02,70,63
8866,USW00012918,5/11/1997,0,74,65
8867,USW00012918,5/12/1997,1.08,81,64
8868,USW00012918,5/13/1997,0,81,62
8869,USW00012918,5/14/1997,0,87,64
8870,USW00012918,5/15/1997,0.88,83,68
8871,USW00012918,5/16/1997,0.02,83,68
8872,USW00012918,5/17/1997,0,85,69
8873,USW00012918,5/18/1997,0.77,82,71
8874,USW00012918,5/19/1997,0,87,71
8875,USW00012918,5/20/1997,0.54,85,72
8876,USW00012918,5/21/1997,0,85,69
8877,USW00012918,5/22/1997,1.63,76,69
8878,USW00012918,5/23/1997,0.04,82,69
8879,USW00012918,5/24/1997,2.46,84,68
8880,USW00012918,5/25/1997,0,87,68
8881,USW00012918,5/26/1997,0,89,73
8882,USW00012918,5/27/1997,0,90,74
8883,USW00012918,5/28/1997,0,87,72
8884,USW00012918,5/29/1997,0.22,82,71
8885,USW00012918,5/30/1997,0,87,70
8886,USW00012918,5/31/1997,0.38,84,67
8887,USW00012918,6/1/1997,0,85,64
8888,USW00012918,6/2/1997,0,88,65
8889,USW00012918,6/3/1997,0,89,69
8890,USW00012918,6/4/1997,0,88,71
8891,USW00012918,6/5/1997,0.12,88,73
8892,USW00012918,6/6/1997,0,89,73
8893,USW00012918,6/7/1997,0.15,86,74
8894,USW00012918,6/8/1997,0,86,74
8895,USW00012918,6/9/1997,0.01,86,73
8896,USW00012918,6/10/1997,0.03,87,72
8897,USW00012918,6/11/1997,0,91,73
8898,USW00012918,6/12/1997,0,92,74
8899,USW00012918,6/13/1997,0,92,75
8900,USW00012918,6/14/1997,0,95,77
8901,USW00012918,6/15/1997,0,91,77
8902,USW00012918,6/16/1997,0,93,76
8903,USW00012918,6/17/1997,0.44,90,67
8904,USW00012918,6/18/1997,0.63,88,75
8905,USW00012918,6/19/1997,0.48,88,73
8906,USW00012918,6/20/1997,0,87,74
8907,USW00012918,6/21/1997,1.49,88,71
8908,USW00012918,6/22/1997,0.11,89,74
8909,USW00012918,6/23/1997,0,90,78
8910,USW00012918,6/24/1997,0,92,74
8911,USW00012918,6/25/1997,0.31,91,75
8912,USW00012918,6/26/1997,2.31,92,71
8913,USW00012918,6/27/1997,0,91,74
8914,USW00012918,6/28/1997,0,92,76
8915,USW00012918,6/29/1997,0,92,75
8916,USW00012918,6/30/1997,0.21,92,76
8917,USW00012918,7/1/1997,0,93,76
8918,USW00012918,7/2/1997,0,94,75
8919,USW00012918,7/3/1997,0,95,75
8920,USW00012918,7/4/1997,0,96,75
8921,USW00012918,7/5/1997,0,96,78
8922,USW00012918,7/6/1997,0,93,76
8923,USW00012918,7/7/1997,0,94,77
8924,USW00012918,7/8/1997,0.03,91,77
8925,USW00012918,7/9/1997,0,94,77
8926,USW00012918,7/10/1997,0,95,75
8927,USW00012918,7/11/1997,0,95,76
8928,USW00012918,7/12/1997,0,94,77
8929,USW00012918,7/13/1997,0,96,76
8930,USW00012918,7/14/1997,0.55,95,74
8931,USW00012918,7/15/1997,0,94,75
8932,USW00012918,7/16/1997,0,95,77
8933,USW00012918,7/17/1997,0.49,89,76
8934,USW00012918,7/18/1997,0,94,75
8935,USW00012918,7/19/1997,0,93,77
8936,USW00012918,7/20/1997,0,93,78
8937,USW00012918,7/21/1997,0,94,77
8938,USW00012918,7/22/1997,0,96,77
8939,USW00012918,7/23/1997,0,96,77
8940,USW00012918,7/24/1997,0,94,78
8941,USW00012918,7/25/1997,0,94,79
8942,USW00012918,7/26/1997,0,94,78
8943,USW00012918,7/27/1997,0.15,95,77
8944,USW00012918,7/28/1997,0.67,95,78
8945,USW00012918,7/29/1997,0.5,94,78
8946,USW00012918,7/30/1997,0.12,89,79
8947,USW00012918,7/31/1997,0.01,92,76
8948,USW00012918,8/1/1997,0.01,93,78
8949,USW00012918,8/2/1997,0,91,76
8950,USW00012918,8/3/1997,0,92,78
8951,USW00012918,8/4/1997,0,94,75
8952,USW00012918,8/5/1997,0,97,76
8953,USW00012918,8/6/1997,0,95,77
8954,USW00012918,8/7/1997,0,95,77
8955,USW00012918,8/8/1997,0.59,85,71
8956,USW00012918,8/9/1997,0,93,77
8957,USW00012918,8/10/1997,0,94,79
8958,USW00012918,8/11/1997,0,94,77
8959,USW00012918,8/12/1997,0.13,94,77
8960,USW00012918,8/13/1997,0.15,95,78
8961,USW00012918,8/14/1997,0.08,94,77
8962,USW00012918,8/15/1997,0,94,79
8963,USW00012918,8/16/1997,0,95,79
8964,USW00012918,8/17/1997,0,96,79
8965,USW00012918,8/18/1997,0.16,92,78
8966,USW00012918,8/19/1997,0.02,96,76
8967,USW00012918,8/20/1997,0,98,77
8968,USW00012918,8/21/1997,0,98,78
8969,USW00012918,8/22/1997,0,96,78
8970,USW00012918,8/23/1997,0.83,86,74
8971,USW00012918,8/24/1997,0,89,73
8972,USW00012918,8/25/1997,0,90,73
8973,USW00012918,8/26/1997,0,91,71
8974,USW00012918,8/27/1997,0,92,75
8975,USW00012918,8/28/1997,0,92,73
8976,USW00012918,8/29/1997,0,94,73
8977,USW00012918,8/30/1997,0,93,74
8978,USW00012918,8/31/1997,0,94,74
8979,USW00012918,9/1/1997,0,92,77
8980,USW00012918,9/2/1997,0.93,96,72
8981,USW00012918,9/3/1997,0,92,76
8982,USW00012918,9/4/1997,0,88,77
8983,USW00012918,9/5/1997,0,90,71
8984,USW00012918,9/6/1997,0,93,72
8985,USW00012918,9/7/1997,0,89,75
8986,USW00012918,9/8/1997,0,93,75
8987,USW00012918,9/9/1997,1.15,96,71
8988,USW00012918,9/10/1997,0,91,71
8989,USW00012918,9/11/1997,0,91,74
8990,USW00012918,9/12/1997,0,91,74
8991,USW00012918,9/13/1997,0,92,74
8992,USW00012918,9/14/1997,0,93,75
8993,USW00012918,9/15/1997,0,93,74
8994,USW00012918,9/16/1997,0,93,74
8995,USW00012918,9/17/1997,0.01,94,74
8996,USW00012918,9/18/1997,0,92,74
8997,USW00012918,9/19/1997,0,93,73
8998,USW00012918,9/20/1997,0,93,77
8999,USW00012918,9/21/1997,1.28,84,75
9000,USW00012918,9/22/1997,3.86,80,75
9001,USW00012918,9/23/1997,2.03,84,74
9002,USW00012918,9/24/1997,0,80,71
9003,USW00012918,9/25/1997,0,80,68
9004,USW00012918,9/26/1997,0,85,62
9005,USW00012918,9/27/1997,0,85,61
9006,USW00012918,9/28/1997,0,88,62
9007,USW00012918,9/29/1997,0,88,67
9008,USW00012918,9/30/1997,0,89,67
9009,USW00012918,10/1/1997,0,90,70
9010,USW00012918,10/2/1997,0,86,68
9011,USW00012918,10/3/1997,0,86,64
9012,USW00012918,10/4/1997,0,84,68
9013,USW00012918,10/5/1997,0.96,87,73
9014,USW00012918,10/6/1997,0.65,85,72
9015,USW00012918,10/7/1997,1.85,78,71
9016,USW00012918,10/8/1997,2,81,73
9017,USW00012918,10/9/1997,0.16,82,75
9018,USW00012918,10/10/1997,0.05,82,74
9019,USW00012918,10/11/1997,2.61,79,73
9020,USW00012918,10/12/1997,0.04,85,76
9021,USW00012918,10/13/1997,1.2,74,59
9022,USW00012918,10/14/1997,0,73,55
9023,USW00012918,10/15/1997,0,74,52
9024,USW00012918,10/16/1997,0,75,54
9025,USW00012918,10/17/1997,0,76,54
9026,USW00012918,10/18/1997,0,78,56
9027,USW00012918,10/19/1997,0,83,59
9028,USW00012918,10/20/1997,0,83,61
9029,USW00012918,10/21/1997,0,83,62
9030,USW00012918,10/22/1997,0,67,63
9031,USW00012918,10/23/1997,0.36,79,62
9032,USW00012918,10/24/1997,0,86,73
9033,USW00012918,10/25/1997,0,83,71
9034,USW00012918,10/26/1997,0,71,51
9035,USW00012918,10/27/1997,0,62,45
9036,USW00012918,10/28/1997,0,59,48
9037,USW00012918,10/29/1997,0.35,67,57
9038,USW00012918,10/30/1997,0.15,80,63
9039,USW00012918,10/31/1997,0,85,68
9040,USW00012918,11/1/1997,0,80,61
9041,USW00012918,11/2/1997,0,75,53
9042,USW00012918,11/3/1997,0,73,48
9043,USW00012918,11/4/1997,0,77,48
9044,USW00012918,11/5/1997,0.07,73,66
9045,USW00012918,11/6/1997,0,69,51
9046,USW00012918,11/7/1997,0,62,44
9047,USW00012918,11/8/1997,0,65,47
9048,USW00012918,11/9/1997,0.01,68,54
9049,USW00012918,11/10/1997,0.26,62,51
9050,USW00012918,11/11/1997,0.36,58,48
9051,USW00012918,11/12/1997,0.62,60,55
9052,USW00012918,11/13/1997,0.13,65,51
9053,USW00012918,11/14/1997,0,65,49
9054,USW00012918,11/15/1997,0.1,56,39
9055,USW00012918,11/16/1997,0,53,37
9056,USW00012918,11/17/1997,0,50,40
9057,USW00012918,11/18/1997,0.12,52,48
9058,USW00012918,11/19/1997,0,58,49
9059,USW00012918,11/20/1997,0,72,49
9060,USW00012918,11/21/1997,0,70,53
9061,USW00012918,11/22/1997,0,70,50
9062,USW00012918,11/23/1997,0,69,48
9063,USW00012918,11/24/1997,0,69,48
9064,USW00012918,11/25/1997,0,77,59
9065,USW00012918,11/26/1997,0,78,59
9066,USW00012918,11/27/1997,0,79,65
9067,USW00012918,11/28/1997,0.5,78,60
9068,USW00012918,11/29/1997,0,76,53
9069,USW00012918,11/30/1997,0,64,48
9070,USW00012918,12/1/1997,0,57,46
9071,USW00012918,12/2/1997,0,69,51
9072,USW00012918,12/3/1997,1.68,69,52
9073,USW00012918,12/4/1997,0,60,42
9074,USW00012918,12/5/1997,0,61,42
9075,USW00012918,12/6/1997,0,55,39
9076,USW00012918,12/7/1997,2.2,64,51
9077,USW00012918,12/8/1997,0.03,76,53
9078,USW00012918,12/9/1997,0,80,55
9079,USW00012918,12/10/1997,0,63,46
9080,USW00012918,12/11/1997,0,47,42
9081,USW00012918,12/12/1997,0,46,40
9082,USW00012918,12/13/1997,0,48,34
9083,USW00012918,12/14/1997,0,60,32
9084,USW00012918,12/15/1997,0,63,35
9085,USW00012918,12/16/1997,0,72,40
9086,USW00012918,12/17/1997,0,68,45
9087,USW00012918,12/18/1997,0,71,40
9088,USW00012918,12/19/1997,0,77,51
9089,USW00012918,12/20/1997,1.6,71,60
9090,USW00012918,12/21/1997,0.01,71,49
9091,USW00012918,12/22/1997,0,71,46
9092,USW00012918,12/23/1997,1.67,73,55
9093,USW00012918,12/24/1997,0.02,65,46
9094,USW00012918,12/25/1997,0,62,44
9095,USW00012918,12/26/1997,0.04,56,42
9096,USW00012918,12/27/1997,0,53,35
9097,USW00012918,12/28/1997,0,57,35
9098,USW00012918,12/29/1997,0,61,41
9099,USW00012918,12/30/1997,0,68,37
9100,USW00012918,12/31/1997,0,62,41
9101,USW00012918,1/1/1998,0,71,40
9102,USW00012918,1/2/1998,0,73,59
9103,USW00012918,1/3/1998,0,77,61
9104,USW00012918,1/4/1998,0.22,72,64
9105,USW00012918,1/5/1998,0.01,81,64
9106,USW00012918,1/6/1998,1.75,76,62
9107,USW00012918,1/7/1998,0.03,62,43
9108,USW00012918,1/8/1998,0,60,42
9109,USW00012918,1/9/1998,0,66,39
9110,USW00012918,1/10/1998,0,75,51
9111,USW00012918,1/11/1998,0,75,58
9112,USW00012918,1/12/1998,0.04,78,64
9113,USW00012918,1/13/1998,0.72,67,57
9114,USW00012918,1/14/1998,0.07,66,57
9115,USW00012918,1/15/1998,0,58,43
9116,USW00012918,1/16/1998,0,71,40
9117,USW00012918,1/17/1998,0,67,49
9118,USW00012918,1/18/1998,0,76,56
9119,USW00012918,1/19/1998,0,62,45
9120,USW00012918,1/20/1998,0,69,48
9121,USW00012918,1/21/1998,3.97,76,66
9122,USW00012918,1/22/1998,0.29,69,47
9123,USW00012918,1/23/1998,0,61,46
9124,USW00012918,1/24/1998,0,61,42
9125,USW00012918,1/25/1998,0,65,42
9126,USW00012918,1/26/1998,0.37,67,52
9127,USW00012918,1/27/1998,0,65,44
9128,USW00012918,1/28/1998,0,69,41
9129,USW00012918,1/29/1998,0,75,50
9130,USW00012918,1/30/1998,0,76,56
9131,USW00012918,1/31/1998,0,69,56
9132,USW00012918,2/1/1998,0.09,67,55
9133,USW00012918,2/2/1998,0.16,58,54
9134,USW00012918,2/3/1998,0,70,50
9135,USW00012918,2/4/1998,0,65,47
9136,USW00012918,2/5/1998,0.18,54,46
9137,USW00012918,2/6/1998,0,58,44
9138,USW00012918,2/7/1998,0,61,38
9139,USW00012918,2/8/1998,0,71,41
9140,USW00012918,2/9/1998,0,78,55
9141,USW00012918,2/10/1998,1.02,68,53
9142,USW00012918,2/11/1998,0,65,46
9143,USW00012918,2/12/1998,0,67,44
9144,USW00012918,2/13/1998,0,69,49
9145,USW00012918,2/14/1998,0.02,66,50
9146,USW00012918,2/15/1998,0.01,59,52
9147,USW00012918,2/16/1998,0.79,63,48
9148,USW00012918,2/17/1998,0,62,46
9149,USW00012918,2/18/1998,0,64,43
9150,USW00012918,2/19/1998,0.48,69,54
9151,USW00012918,2/20/1998,0,69,47
9152,USW00012918,2/21/1998,1.03,63,47
9153,USW00012918,2/22/1998,0.3,61,50
9154,USW00012918,2/23/1998,0,72,44
9155,USW00012918,2/24/1998,0,76,54
